Order ID,Order Month,Sales,Country,Category,Customer ID
CA-2014-152233,2014/10,99.98,United States,Technology,KH-16510
CA-2014-162278,2014/10,63.92,United States,Furniture,AH-10585
CA-2014-162278,2014/10,383.96,United States,Technology,AH-10585
CA-2014-150329,2014/10,46.872,United States,Furniture,SD-20485
CA-2014-124394,2014/10,10.78,United States,Office Supplies,TB-21520
CA-2014-139451,2014/10,21.39,United States,Office Supplies,DN-13690
CA-2014-139451,2014/10,14.9,United States,Office Supplies,DN-13690
CA-2014-145387,2014/10,1604.9,United States,Furniture,AM-10705
CA-2014-138240,2014/10,15.992,United States,Technology,SJ-20500
US-2014-120313,2014/10,73.584,United States,Technology,NL-18310
US-2014-134054,2014/10,255.85,United States,Office Supplies,FC-14335
CA-2014-145387,2014/10,49.25,United States,Office Supplies,AM-10705
CA-2014-145387,2014/10,10.16,United States,Office Supplies,AM-10705
CA-2014-145387,2014/10,14.76,United States,Furniture,AM-10705
CA-2014-145387,2014/10,34.08,United States,Office Supplies,AM-10705
CA-2014-145387,2014/10,17.67,United States,Furniture,AM-10705
CA-2014-103086,2014/10,5.312,United States,Furniture,EB-14170
CA-2014-151967,2014/10,129.92,United States,Furniture,NB-18580
CA-2014-117429,2014/10,129.92,United States,Furniture,MR-17545
US-2014-109456,2014/10,179.97,United States,Technology,LS-17245
CA-2014-100867,2014/10,321.552,United States,Technology,EH-14125
CA-2014-157924,2014/10,433.568,United States,Furniture,HA-14920
CA-2014-157924,2014/10,31.92,United States,Office Supplies,HA-14920
CA-2014-107769,2014/10,257.98,United States,Technology,BT-11395
CA-2014-151995,2014/10,11.52,United States,Office Supplies,ZC-21910
US-2014-105137,2014/10,18.264,United States,Office Supplies,RB-19435
US-2014-105137,2014/10,101.994,United States,Technology,RB-19435
CA-2014-154627,2014/10,2735.952,United States,Technology,SA-20830
CA-2014-153976,2014/10,258.279,United States,Furniture,BP-11290
CA-2014-137092,2014/10,319.968,United States,Technology,LS-16975
CA-2014-169684,2014/10,98.352,United States,Office Supplies,FH-14365
CA-2014-169684,2014/10,328.59,United States,Furniture,FH-14365
CA-2014-108903,2014/10,14.48,United States,Office Supplies,DO-13435
CA-2014-108903,2014/10,142.488,United States,Technology,DO-13435
CA-2014-151330,2014/10,177.0,United States,Technology,TC-21295
CA-2014-142951,2014/10,23.472,United States,Technology,JG-15115
CA-2014-119977,2014/10,123.92,United States,Office Supplies,DN-13690
CA-2014-157882,2014/10,122.352,United States,Furniture,AR-10405
CA-2014-140403,2014/10,122.352,United States,Furniture,TN-21040
CA-2014-140403,2014/10,15.28,United States,Office Supplies,TN-21040
CA-2014-157882,2014/10,143.432,United States,Furniture,AR-10405
CA-2014-110072,2014/10,93.888,United States,Furniture,MG-17680
CA-2014-153479,2014/10,14.45,United States,Office Supplies,DF-13135
CA-2014-103492,2014/10,719.952,United States,Technology,CM-12715
CA-2014-103492,2014/10,755.944,United States,Technology,CM-12715
CA-2014-103492,2014/10,11.98,United States,Office Supplies,CM-12715
CA-2014-137092,2014/10,505.32,United States,Office Supplies,LS-16975
CA-2014-110408,2014/10,1394.95,United States,Technology,AS-10225
CA-2014-137092,2014/10,3.808,United States,Office Supplies,LS-16975
CA-2014-137092,2014/10,24.424,United States,Office Supplies,LS-16975
CA-2014-164742,2014/10,245.98,United States,Furniture,ML-17395
CA-2014-146703,2014/10,211.96,United States,Office Supplies,PO-18865
CA-2014-120775,2014/10,15.072,United States,Office Supplies,RD-19930
CA-2014-155264,2014/10,2.992,United States,Office Supplies,RP-19270
CA-2014-155264,2014/10,20.064,United States,Office Supplies,RP-19270
CA-2014-132010,2014/10,15.18,United States,Office Supplies,MA-17995
CA-2014-132010,2014/10,315.2,United States,Office Supplies,MA-17995
CA-2014-132010,2014/10,22.96,United States,Technology,MA-17995
CA-2014-132010,2014/10,36.4,United States,Office Supplies,MA-17995
CA-2014-108609,2014/10,1421.664,United States,Furniture,AJ-10780
CA-2014-155264,2014/10,146.73,United States,Office Supplies,RP-19270
CA-2014-155264,2014/10,18.75,United States,Office Supplies,RP-19270
CA-2014-155264,2014/10,117.576,United States,Technology,RP-19270
CA-2014-164742,2014/10,18.94,United States,Office Supplies,ML-17395
CA-2014-151995,2014/10,1298.55,United States,Furniture,ZC-21910
CA-2014-108903,2014/10,55.984,United States,Office Supplies,DO-13435
CA-2014-108707,2014/10,10.368,United States,Office Supplies,DB-12910
CA-2014-137092,2014/10,8.682,United States,Office Supplies,LS-16975
CA-2014-153479,2014/10,95.648,United States,Office Supplies,DF-13135
CA-2014-163468,2014/11,381.72,United States,Office Supplies,JK-15730
CA-2014-144666,2014/11,62.65,United States,Office Supplies,JP-15520
CA-2014-125556,2014/11,832.93,United States,Technology,ML-17410
CA-2014-125556,2014/11,43.8,United States,Office Supplies,ML-17410
CA-2014-141173,2014/11,67.15,United States,Office Supplies,JC-16105
CA-2014-155593,2014/11,11.64,United States,Office Supplies,RP-19390
US-2014-134187,2014/11,2.94,United States,Office Supplies,TH-21235
CA-2014-162362,2014/11,12.72,United States,Office Supplies,JL-15505
CA-2014-162362,2014/11,11.52,United States,Office Supplies,JL-15505
US-2014-111353,2014/11,25.06,United States,Office Supplies,PB-19150
CA-2014-102295,2014/11,120.712,United States,Furniture,EH-13990
US-2014-159618,2014/11,67.9932,United States,Furniture,DB-12970
US-2014-159618,2014/11,36.288,United States,Office Supplies,DB-12970
US-2014-159618,2014/11,79.512,United States,Technology,DB-12970
US-2014-159618,2014/11,16.656,United States,Office Supplies,DB-12970
US-2014-159618,2014/11,2.672,United States,Office Supplies,DB-12970
CA-2014-159800,2014/11,139.93,United States,Technology,SG-20470
CA-2014-134313,2014/11,1983.968,United States,Technology,RA-19915
CA-2014-159800,2014/11,43.68,United States,Office Supplies,SG-20470
CA-2014-134313,2014/11,43.176,United States,Office Supplies,RA-19915
CA-2014-151295,2014/11,11.96,United States,Office Supplies,JA-15970
CA-2014-154781,2014/11,94.99,United States,Technology,SC-20680
CA-2014-154781,2014/11,6.58,United States,Office Supplies,SC-20680
CA-2014-163013,2014/11,14.67,United States,Office Supplies,BF-11080
CA-2014-128524,2014/11,22.98,United States,Office Supplies,MZ-17515
CA-2014-144666,2014/11,92.52,United States,Office Supplies,JP-15520
CA-2014-144666,2014/11,703.968,United States,Technology,JP-15520
CA-2014-144666,2014/11,222.666,United States,Furniture,JP-15520
CA-2014-144666,2014/11,340.92,United States,Office Supplies,JP-15520
CA-2014-110352,2014/11,23.68,United States,Office Supplies,ED-13885
CA-2014-163468,2014/11,424.116,United States,Furniture,JK-15730
CA-2014-163468,2014/11,2.892,United States,Office Supplies,JK-15730
CA-2014-145926,2014/11,479.9,United States,Furniture,MP-17470
CA-2014-139283,2014/11,14.67,United States,Office Supplies,BT-11440
CA-2014-144666,2014/11,94.85,United States,Office Supplies,JP-15520
CA-2014-124730,2014/11,11.52,United States,Office Supplies,LS-17245
CA-2014-124730,2014/11,17.088,United States,Office Supplies,LS-17245
CA-2014-124730,2014/11,12.912,United States,Office Supplies,LS-17245
CA-2014-124730,2014/11,279.96,United States,Technology,LS-17245
CA-2014-128524,2014/11,2033.584,United States,Office Supplies,MZ-17515
CA-2014-167360,2014/11,111.79,United States,Technology,RB-19435
CA-2014-128524,2014/11,102.13,United States,Technology,MZ-17515
CA-2014-105270,2014/11,112.648,United States,Furniture,AP-10915
CA-2014-105270,2014/11,30.48,United States,Office Supplies,AP-10915
US-2014-126340,2014/11,333.576,United States,Technology,EB-13870
CA-2014-124730,2014/11,93.15,United States,Office Supplies,LS-17245
CA-2014-168305,2014/11,44.4,United States,Office Supplies,PL-18925
CA-2014-114251,2014/11,58.416,United States,Technology,MD-17350
CA-2014-116407,2014/11,333.056,United States,Office Supplies,JF-15190
CA-2014-128209,2014/11,4007.84,United States,Furniture,GT-14710
CA-2014-128209,2014/11,2152.776,United States,Office Supplies,GT-14710
CA-2014-129147,2014/11,19.242,United States,Office Supplies,LC-17050
CA-2014-129147,2014/11,50.232,United States,Technology,LC-17050
CA-2014-129147,2014/11,539.964,United States,Technology,LC-17050
CA-2014-119032,2014/11,3.76,United States,Office Supplies,MS-17770
CA-2014-136280,2014/11,5.04,United States,Office Supplies,Co-12640
CA-2014-140396,2014/11,34.74,United States,Office Supplies,KH-16330
CA-2014-140396,2014/11,833.94,United States,Technology,KH-16330
CA-2014-140396,2014/11,12.96,United States,Office Supplies,KH-16330
CA-2014-140396,2014/11,25.92,United States,Office Supplies,KH-16330
CA-2014-111360,2014/11,5.742,United States,Office Supplies,AT-10435
CA-2014-165764,2014/11,410.352,United States,Furniture,SH-20395
CA-2014-165764,2014/11,14.301,United States,Office Supplies,SH-20395
CA-2014-165764,2014/11,945.036,United States,Furniture,SH-20395
US-2014-140914,2014/11,797.944,United States,Furniture,BH-11710
CA-2014-165764,2014/11,25.984,United States,Office Supplies,SH-20395
US-2014-140914,2014/11,10.984,United States,Furniture,BH-11710
US-2014-137155,2014/11,533.94,United States,Office Supplies,DL-12925
US-2014-137155,2014/11,167.94,United States,Office Supplies,DL-12925
US-2014-137155,2014/11,31.68,United States,Furniture,DL-12925
US-2014-157385,2014/11,603.92,United States,Furniture,SC-20095
US-2014-157385,2014/11,21.84,United States,Office Supplies,SC-20095
CA-2014-115889,2014/11,362.92,United States,Office Supplies,SH-20395
CA-2014-115889,2014/11,46.384,United States,Technology,SH-20395
CA-2014-141110,2014/11,7.312,United States,Office Supplies,LS-17200
CA-2014-141110,2014/11,40.54,United States,Office Supplies,LS-17200
CA-2014-163419,2014/11,3.392,United States,Office Supplies,TZ-21580
CA-2014-163419,2014/11,559.984,United States,Technology,TZ-21580
CA-2014-163419,2014/11,603.92,United States,Furniture,TZ-21580
CA-2014-159625,2014/11,23.472,United States,Office Supplies,SM-20005
CA-2014-158540,2014/11,151.72,United States,Furniture,VG-21790
CA-2014-139423,2014/11,76.12,United States,Office Supplies,DG-13300
CA-2014-146990,2014/11,30.18,United States,Office Supplies,BP-11095
CA-2014-146990,2014/11,5.92,United States,Office Supplies,BP-11095
CA-2014-122217,2014/11,111.15,United States,Furniture,HP-14815
CA-2014-127131,2014/11,12.096,United States,Office Supplies,HR-14830
CA-2014-127131,2014/11,485.88,United States,Office Supplies,HR-14830
US-2014-157385,2014/11,29.99,United States,Technology,SC-20095
CA-2014-127131,2014/11,25.92,United States,Office Supplies,HR-14830
US-2014-139640,2014/11,120.768,United States,Office Supplies,TB-21595
US-2014-139640,2014/11,25.92,United States,Office Supplies,TB-21595
CA-2014-125682,2014/11,9.96,United States,Office Supplies,RB-19645
CA-2014-109134,2014/11,20.04,United States,Furniture,DE-13255
CA-2014-121629,2014/11,998.85,United States,Technology,BT-11680
US-2014-114377,2014/11,149.9,United States,Furniture,BG-11035
CA-2014-122609,2014/11,25.128,United States,Furniture,DP-13000
CA-2014-122609,2014/11,127.984,United States,Technology,DP-13000
CA-2014-120950,2014/11,43.68,United States,Office Supplies,GA-14515
CA-2014-141110,2014/11,4.32,United States,Office Supplies,LS-17200
CA-2014-141110,2014/11,14.94,United States,Office Supplies,LS-17200
CA-2014-127131,2014/11,197.58,United States,Office Supplies,HR-14830
CA-2014-116407,2014/11,24.896,United States,Office Supplies,JF-15190
US-2014-157385,2014/11,381.44,United States,Furniture,SC-20095
CA-2014-114195,2014/11,68.704,United States,Furniture,EA-14035
CA-2014-114251,2014/11,273.568,United States,Furniture,MD-17350
US-2014-144078,2014/11,7.44,United States,Office Supplies,RB-19435
CA-2014-151078,2014/11,49.632,United States,Office Supplies,RF-19840
CA-2014-130869,2014/11,7.08,United States,Office Supplies,CB-12025
US-2014-120175,2014/11,64.02,United States,Office Supplies,MC-17635
CA-2014-140732,2014/11,123.92,United States,Office Supplies,MA-17560
CA-2014-140732,2014/11,7.78,United States,Office Supplies,MA-17560
CA-2014-140732,2014/11,575.928,United States,Technology,MA-17560
CA-2014-155796,2014/11,521.96,United States,Furniture,TS-21430
CA-2014-155796,2014/11,23.968,United States,Furniture,TS-21430
CA-2014-150518,2014/11,281.97,United States,Technology,MW-18220
CA-2014-150518,2014/11,221.16,United States,Office Supplies,MW-18220
CA-2014-161634,2014/11,32.4,United States,Office Supplies,CC-12220
CA-2014-164721,2014/11,320.88,United States,Office Supplies,LW-16825
CA-2014-164721,2014/11,23.88,United States,Furniture,LW-16825
CA-2014-164721,2014/11,26.76,United States,Office Supplies,LW-16825
CA-2014-114195,2014/11,22.428,United States,Office Supplies,EA-14035
CA-2014-168305,2014/11,21.4,United States,Office Supplies,PL-18925
CA-2014-124702,2014/11,730.2,United States,Furniture,MH-17785
CA-2014-163468,2014/11,292.1,United States,Furniture,JK-15730
CA-2014-163468,2014/11,8.544,United States,Furniture,JK-15730
CA-2014-124702,2014/11,137.54,United States,Furniture,MH-17785
CA-2014-116407,2014/11,4.224,United States,Office Supplies,JF-15190
US-2014-144078,2014/11,725.344,United States,Furniture,RB-19435
US-2014-144078,2014/11,539.92,United States,Technology,RB-19435
CA-2014-114251,2014/11,13.194,United States,Office Supplies,MD-17350
CA-2014-148425,2014/11,6.642,United States,Office Supplies,RF-19345
US-2014-143721,2014/11,155.372,United States,Furniture,DK-12835
CA-2014-114195,2014/11,3.132,United States,Office Supplies,EA-14035
CA-2014-151295,2014/11,629.064,United States,Furniture,JA-15970
CA-2014-120670,2014/11,799.92,United States,Technology,JK-16120
CA-2014-134726,2014/11,41.94,United States,Technology,SW-20755
CA-2014-134726,2014/11,52.792,United States,Technology,SW-20755
CA-2014-128062,2014/11,5.88,United States,Office Supplies,AD-10180
CA-2014-168984,2014/11,15.552,United States,Office Supplies,NW-18400
CA-2014-168984,2014/11,669.08,United States,Office Supplies,NW-18400
CA-2014-168984,2014/11,438.336,United States,Technology,NW-18400
CA-2014-100762,2014/11,15.96,United States,Office Supplies,NG-18355
US-2014-107993,2014/11,51.016,United States,Office Supplies,SE-20110
CA-2014-100762,2014/11,144.12,United States,Office Supplies,NG-18355
CA-2014-100762,2014/11,151.92,United States,Office Supplies,NG-18355
US-2014-134712,2014/11,12.624,United States,Office Supplies,BS-11380
CA-2014-146731,2014/11,143.856,United States,Office Supplies,AT-10735
CA-2014-146731,2014/11,3.488,United States,Office Supplies,AT-10735
CA-2014-133634,2014/11,47.79,United States,Technology,SR-20740
CA-2014-148782,2014/11,88.776,United States,Technology,PO-18850
CA-2014-119144,2014/11,79.968,United States,Technology,JD-16150
CA-2014-119144,2014/11,305.9745,United States,Furniture,JD-16150
CA-2014-119144,2014/11,344.91,United States,Office Supplies,JD-16150
CA-2014-114251,2014/11,51.56,United States,Technology,MD-17350
CA-2014-114251,2014/11,1080.096,United States,Office Supplies,MD-17350
CA-2014-100762,2014/11,196.62,United States,Office Supplies,NG-18355
CA-2014-105249,2014/11,411.332,United States,Furniture,DH-13675
CA-2014-121167,2014/11,17.248,United States,Office Supplies,MO-17500
CA-2014-105249,2014/11,7.36,United States,Office Supplies,DH-13675
CA-2014-158372,2014/11,10.99,United States,Technology,RD-19900
CA-2014-158372,2014/11,39.88,United States,Furniture,RD-19900
CA-2014-158372,2014/11,62.24,United States,Office Supplies,RD-19900
CA-2014-158372,2014/11,53.2,United States,Furniture,RD-19900
CA-2014-158372,2014/11,39.84,United States,Office Supplies,RD-19900
CA-2014-158274,2014/11,29.0,United States,Technology,RM-19675
CA-2014-158274,2014/11,149.95,United States,Technology,RM-19675
CA-2014-158274,2014/11,503.96,United States,Technology,RM-19675
CA-2014-151554,2014/11,20.736,United States,Office Supplies,CM-11815
CA-2014-140662,2014/11,99.98,United States,Technology,TS-21205
CA-2014-158372,2014/11,601.536,United States,Technology,RD-19900
CA-2014-140662,2014/11,733.95,United States,Office Supplies,TS-21205
US-2014-159926,2014/11,50.997,United States,Office Supplies,CS-11950
US-2014-159926,2014/11,76.792,United States,Office Supplies,CS-11950
US-2014-159926,2014/11,539.964,United States,Technology,CS-11950
US-2014-159926,2014/11,60.312,United States,Furniture,CS-11950
US-2014-159926,2014/11,1.944,United States,Office Supplies,CS-11950
CA-2014-165309,2014/11,896.99,United States,Office Supplies,KD-16270
CA-2014-165309,2014/11,1.234,United States,Office Supplies,KD-16270
CA-2014-165309,2014/11,67.56,United States,Office Supplies,KD-16270
CA-2014-165309,2014/11,21.72,United States,Office Supplies,KD-16270
CA-2014-165309,2014/11,262.336,United States,Office Supplies,KD-16270
CA-2014-140662,2014/11,241.44,United States,Office Supplies,TS-21205
CA-2014-165309,2014/11,148.48,United States,Technology,KD-16270
CA-2014-105249,2014/11,41.4,United States,Office Supplies,DH-13675
CA-2014-119151,2014/11,1117.92,United States,Office Supplies,MP-18175
